Time,Name,engName,pctChg,in_flow,super_in_flow,big_in_flow,mid_in_flow,sml_in_flow,mktCap
2025-06-03 11:47:00,826.0,TIANGONG INT'L,0.54,-0.84,0.9,-0.39,-0.47,-0.88,5.0
2025-06-03 11:45:00,1448.0,FU SHOU YUAN,1.39,-0.86,0.83,0.29,0.03,-2.01,8.0
2025-06-03 11:52:00,9983.0,CC NEW LIFE,-3.85,-0.87,-0.6,-0.18,-0.07,-0.02,2.0
2025-06-03 11:52:00,1626.0,JIA YAO HLDGS,3.5,-0.9,0.0,-0.54,-0.26,-0.1,2.0
2025-06-03 11:51:00,2552.0,HUA MEDICINE-B,-1.83,-0.9,0.0,-0.68,0.26,-0.48,3.0
2025-06-03 11:47:00,1515.0,CR MEDICAL,0.25,-0.96,-0.82,0.51,-0.07,-0.59,5.0
2025-06-03 11:46:00,975.0,MONGOL MINING,-2.77,-1.02,-0.58,-0.36,-0.61,0.52,7.0
2025-06-03 11:45:00,1896.0,MAOYAN ENT,0.85,-1.03,-1.46,0.65,0.25,-0.47,8.0
2025-06-03 11:48:00,9669.0,BEISEN HOLDING,2.61,-1.06,-0.18,-0.1,-0.11,-0.67,5.0
2025-06-03 11:47:00,909.0,MING YUAN CLOUD,0.0,-1.12,0.42,-0.72,-0.55,-0.27,5.0
2025-06-03 11:50:00,1769.0,SCHOLAR EDU,-2.54,-1.17,-0.3,-0.19,-0.39,-0.29,2.0
2025-06-03 11:46:00,2477.0,WELLCELL HOLD,2.0,-1.18,0.0,0.0,0.0,-1.18,7.0
2025-06-03 11:52:00,3848.0,HAOSEN FINTECH,1.41,-1.2,0.0,0.0,-0.68,-0.52,2.0
2025-06-03 11:53:00,3681.0,SINOMAB BIO-B,24.18,-1.22,-3.6,-0.9,1.56,1.72,2.0
2025-06-03 11:55:00,1346.0,LEVER STYLE,0.0,-1.26,-0.94,0.0,-0.11,-0.21,1.0
2025-06-03 11:47:00,173.0,K. WAH INT'L,0.56,-1.28,-1.34,-0.12,0.16,0.02,6.0
2025-06-03 11:49:00,568.0,SHANDONG MOLONG,0.47,-1.28,-1.64,-0.95,0.31,0.99,2.0
2025-06-03 11:46:00,1858.0,CHUNLI MEDICAL,2.44,-1.29,-1.18,-0.31,-0.12,0.32,4.0
2025-06-03 11:47:00,2315.0,BIOCYTOGEN-B,-6.09,-1.33,-0.36,-0.22,-0.31,-0.45,7.0
2025-06-03 11:48:00,895.0,DONGJIANG ENV,-0.44,-1.38,-0.49,-0.93,-0.26,0.3,2.0
2025-06-03 11:51:00,2150.0,NAYUKI,0.81,-1.41,-0.6,-0.21,-0.18,-0.42,2.0
2025-06-03 11:55:00,1200.0,MIDLAND HOLDING,2.59,-1.41,0.02,-1.13,-0.03,-0.27,1.0
2025-06-03 11:53:00,2216.0,BRONCUS-B,-4.78,-1.55,0.31,-0.59,-0.52,-0.75,1.0
2025-06-03 11:56:00,1712.0,DRAGON MINING,-6.74,-1.55,-0.23,-0.13,-0.56,-0.63,1.0
2025-06-03 11:48:00,9877.0,JENSCARE-B,-9.21,-1.68,-0.75,-0.18,0.0,-0.76,4.0
2025-06-03 11:49:00,1274.0,IMOTIONTECH,0.58,-1.82,0.08,-0.78,-0.25,-0.86,3.0
2025-06-03 11:53:00,2500.0,VENUS MEDTECH-B,-1.22,-2.19,-1.67,-0.29,-0.24,0.01,1.0
2025-06-03 11:46:00,2562.0,SYNAGISTICS,-5.45,-2.36,1.56,-3.14,-0.9,0.12,6.0
2025-06-03 11:46:00,2013.0,WEIMOB INC,1.79,-2.41,-4.4,1.66,1.25,-0.92,6.0
2025-06-03 11:53:00,2550.0,EASOU TECH,2.68,-2.99,-0.63,-0.85,-0.63,-0.86,1.0
2025-06-03 11:46:00,1541.0,IMMUNEONCO-B,-2.78,-3.6,0.41,2.39,-4.92,-1.48,6.0
2025-06-03 11:46:00,2038.0,FIH-NEW,-2.13,-3.61,-0.46,-0.22,-0.87,-2.06,7.0
2025-06-03 11:45:00,863.0,OSL GROUP,-2.17,-3.73,-2.12,0.13,0.19,-1.92,8.0
2025-06-03 11:45:00,2273.0,GUSHENGTANG,0.28,-4.03,0.7,-1.88,-2.1,-0.74,9.0
2025-06-03 11:49:00,2121.0,AINNOVATION,-4.81,-5.05,0.98,-2.56,-1.45,-2.03,3.0
2025-06-03 11:54:00,1372.0,C CARBONNEUTRAL,-2.67,-5.15,-1.29,-2.7,-1.44,0.28,1.0
2025-06-03 11:51:00,2149.0,BATELAB,-1.14,-5.19,-2.47,-0.46,-2.62,0.34,4.0
2025-06-03 11:50:00,2487.0,CUTIA-B,-4.33,-5.84,-1.24,-0.42,-0.56,-3.61,3.0
2025-06-03 11:48:00,434.0,BOYAA,-2.34,-6.1,0.0,-0.78,-2.58,-2.75,4.0
2025-06-03 11:48:00,1167.0,JACOBIO-B,-3.84,-6.14,-1.37,-0.91,-1.48,-2.38,4.0
2025-06-03 11:47:00,2616.0,CSTONE PHARMA-B,-3.14,-10.07,-3.54,-3.19,-1.24,-2.11,5.0
2025-06-03 11:47:00,9890.0,ZX INC,5.55,-10.81,-9.67,-2.09,-1.0,1.95,6.0
2025-06-03 11:49:00,9923.0,YEAHKA,-5.49,-15.2,-20.65,-1.65,4.05,3.05,6.0
2025-06-03 11:46:00,2865.0,DRINDA,-12.01,-24.7,7.42,-17.49,-8.45,-6.18,8.0
2025-06-03 11:46:00,340.0,TONGGUAN GOLD,-7.49,-29.58,-7.98,-10.0,-6.79,-4.8,9.0
